학년,교과목명,과목코드,학과코드,과목번호,학점,시간,담당교수,강좌번호,제한인원,요일,시작시간,종료시간,강의실,비고
전학년,벤처창업과사업성평가,반아113,반아,113,3,3,정상국,0868,20,월,11:00,11:50,Y201,반도체ICT대학 전용 강좌 / 공통전공
전학년,벤처창업과사업성평가,반아113,반아,113,3,3,정상국,0868,20,수,10:00,11:50,Y201,반도체ICT대학 전용 강좌 / 공통전공
전학년,공학도를위한온디맨드(On Demand)경영,반아114,반아,114,3,3,노정란,0869,15,화,14:00,16:50,Y5219,반도체ICT대학 전용 강좌 [오후반]
전학년,공학도를위한온디맨드(On Demand)경영,반아114,반아,114,3,3,노정란,1250,16,화,10:00,12:50,Y5219,반도체ICT대학 전용 강좌 [오전반]
1,컴퓨터정보통신및산업경영공학전공탐색세미나,반아001,반아,001,1,1,조민경,0863,70,금,09:00,10:50,Y5120,집중이수제(반도체ICT대학 상반기 8주)-신입생전용
1,전기전자반도체전공탐색세미나,반아002,반아,002,1,1,조일환,0864,101,금,11:00,12:50,Y19122,집중이수제(반도체ICT대학 상반기 8주)-신입생전용
1,전기전자반도체전공탐색세미나,반아002,반아,002,1,1,조일환,0865,98,금,11:00,12:50,Y19122,집중이수제(반도체ICT대학 하반기 8주)-신입생전용
1,공학입문설계,반아100,반아,100,3,3,김상귀,0867,40,수,10:00,12:50,Y5441,컴퓨터공학전공 전용 강좌
4,생산로봇제어실무,반아145,반아,145,3,3,윤학재,0870,20,수,17:00,19:50,Y6215,일학습병행 OFF-JT 교과목
